index,metric_name,metric_type,group_id,group_name
936,XcalarApiSessionListArray,12,61,apis
937,XcalarApiExExportTarget,12,61,apis
938,XcalarApiExExportTarget,12,61,apis
939,XcalarApiExExportTargetHdr,12,61,apis
940,XcalarApiExExportTargetHdr,12,61,apis
941,XcalarApiPacked,12,61,apis
942,XcalarApiPacked,12,61,apis
943,XcalarApiDagNodeNamePattern,12,61,apis
944,XcalarApiDagNodeNamePattern,12,61,apis
945,XcalarApiDagNodeNamePatternDelete,12,61,apis
946,XcalarApiDagNodeNamePatternDelete,12,61,apis
947,XcalarApiAddParameterToRetina,12,61,apis
948,XcalarApiAddParameterToRetina,12,61,apis
949,XcalarApiGetMemoryUsage,12,61,apis
950,XcalarApiGetMemoryUsage,12,61,apis
951,XcalarApiLogLevelSet,12,61,apis
952,XcalarApiLogLevelSet,12,61,apis
953,XcalarApiUpdateRetinaExport,12,61,apis
954,XcalarApiUpdateRetinaExport,12,61,apis
955,XcalarApiGetIpAddr,12,61,apis
956,XcalarApiGetIpAddr,12,61,apis
957,XcalarApiTagDagNodes,12,61,apis
958,XcalarApiTagDagNodes,12,61,apis
959,XcalarApiCommentDagNodes,12,61,apis
960,XcalarApiCommentDagNodes,12,61,apis
961,XcalarApiListDatasetUsers,12,61,apis
962,XcalarApiListDatasetUsers,12,61,apis
963,XcalarApiLogLevelGet,12,61,apis
964,XcalarApiLogLevelGet,12,61,apis
965,XcalarApiLockDataset,12,61,apis
966,XcalarApiLockDataset,12,61,apis
967,XcalarApiPerNodeTop,12,61,apis
968,XcalarApiPerNodeTop,12,61,apis
969,XcalarApiKeyList,12,61,apis
970,XcalarApiKeyList,12,61,apis
971,XcalarApiGetCurrentXemConfig,12,61,apis
972,XcalarApiGetCurrentXemConfig,12,61,apis
973,XcalarApiListUserDatasets,12,61,apis
974,XcalarApiListUserDatasets,12,61,apis
975,XcalarApiUnion,12,61,apis
976,XcalarApiUnion,12,61,apis
977,XcalarApiTarget,12,61,apis
978,XcalarApiTarget,12,61,apis
979,XcalarApiSynthesize,12,61,apis
980,XcalarApiSynthesize,12,61,apis
981,XcalarApiGetRetinaJson,12,61,apis
982,XcalarApiGetRetinaJson,12,61,apis
983,XcalarApiGetDatasetsInfo,12,61,apis
984,XcalarApiGetDatasetsInfo,12,61,apis
985,XcalarApiArchiveTables,12,61,apis
986,XcalarApiArchiveTables,12,61,apis
987,XcalarApiSessionDownload,12,61,apis
988,XcalarApiSessionDownload,12,61,apis
989,XcalarApiSessionUpload,12,61,apis
990,XcalarApiSessionUpload,12,61,apis
991,XcalarApiPublish,12,61,apis
992,XcalarApiPublish,12,61,apis
993,XcalarApiUpdate,12,61,apis
994,XcalarApiUpdate,12,61,apis
995,XcalarApiSelect,12,61,apis
996,XcalarApiSelect,12,61,apis
997,XcalarApiUnpublish,12,61,apis
998,XcalarApiUnpublish,12,61,apis
999,XcalarApiListTables,12,61,apis
1000,XcalarApiListTables,12,61,apis
1001,XcalarApiRestoreTable,12,61,apis
1002,XcalarApiRestoreTable,12,61,apis
1003,XcalarApiCoalesce,12,61,apis
1004,XcalarApiCoalesce,12,61,apis
1005,XcalarApiFunctionInvalid,12,61,apis
1006,XcalarApiFunctionInvalid,12,61,apis
1007,elemSizeBytes,12,62,xcalarApis.bc
1008,fastAllocs,12,62,xcalarApis.bc
1009,fastFrees,12,62,xcalarApis.bc
1010,slowAllocs,12,62,xcalarApis.bc
1011,slowFrees,12,62,xcalarApis.bc
1012,totMemBytes,12,62,xcalarApis.bc
1013,mlockChunk,12,62,xcalarApis.bc
1014,mlockChunkFailure,12,62,xcalarApis.bc
1015,elemSizeBytes,12,63,apisRecv.immediates.bc
1016,fastAllocs,12,63,apisRecv.immediates.bc
1017,fastFrees,12,63,apisRecv.immediates.bc
1018,slowAllocs,12,63,apisRecv.immediates.bc
1019,slowFrees,12,63,apisRecv.immediates.bc
1020,totMemBytes,12,63,apisRecv.immediates.bc
1021,mlockChunk,12,63,apisRecv.immediates.bc
1022,mlockChunkFailure,12,63,apisRecv.immediates.bc
