AvgDelay	UniqueCarrier
37.770330368487926	AS
25.807256235827666	MQ
36.975468975468978	XE
24.793789253314724	DL
22.217522658610271	F9
40.597039473684212	B6
27.984504703929165	NW
34.720207253886009	YV
26.895525884282034	US
28.508481764206955	CO
30.233870967741936	EV
26.296495956873315	FL
35.790164891288484	AA
40.997521685254029	WN
49.022935779816514	HA
32.071816208393635	UA
30.08578077728648	OO
