         1005618 function calls (987576 primitive calls) in 137.339 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 __init__.py:958(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1454(addHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:1251(Logger)
        1    0.000    0.000    0.000    0.000 loader.py:66(TestLoader)
        1    0.000    0.000    0.000    0.000 difflib.py:1703(HtmlDiff)
        3    0.000    0.000    0.000    0.000 result.py:12(failfast)
        2    0.000    0.000    0.000    0.000 arrayprint.py:1506(set_string_function)
        1    0.000    0.000    0.000    0.000 numeric.py:2902(_setdef)
        1    0.000    0.000    0.000    0.000 pickle.py:220(_Unframer)
        1    0.000    0.000    0.000    0.000 numerictypes.py:942(_register_types)
        1    0.000    0.000    0.000    0.000 _internal.py:216(_getintp_ctype)
       27    0.000    0.000    0.000    0.000 pathlib.py:120(<genexpr>)
        1    0.000    0.000    0.000    0.000 pathlib.py:126(<setcomp>)
        1    0.000    0.000    0.000    0.000 parquet.py:49(ParquetFile)
        1    0.000    0.000    0.000    0.000 reduction.py:33(ForkingPickler)
       21    0.000    0.000    0.000    0.000 util.py:24(decorator)
        1    0.000    0.000    0.000    0.000 filesystem.py:25(FileSystem)
        3    0.000    0.000    0.000    0.000 mock.py:257(__getattr__)
        1    0.000    0.000    0.000    0.000 mock.py:1949(_Call)
        1    0.000    0.000    0.000    0.000 googletest.py:141(StubOutForTesting)
        1    0.000    0.000    0.000    0.000 timeline.py:265(_TensorTracker)
        1    0.000    0.000    0.000    0.000 timeline.py:346(Timeline)
        8    0.000    0.000    0.000    0.000 tfprof_output_pb2.py:5(<lambda>)
        1    0.000    0.000    0.000    0.000 main_op_impl.py:15(<module>)
        5    0.000    0.000    0.000    0.000 device_attributes_pb2.py:5(<lambda>)
        1    0.000    0.000    0.000    0.000 laplace.py:44(Laplace)
        1    0.000    0.000    0.000    0.000 categorical.py:34(Categorical)
        1    0.000    0.000    0.000    0.000 convolutional.py:1286(Conv3DTranspose)
        1    0.000    0.000    0.000    0.000 parsing_utils.py:15(<module>)
        1    0.000    0.000    0.000    0.000 head.py:49(_Head)
        1    0.000    0.000    0.000    0.000 feature_column.py:1379(_CategoricalColumn)
        1    0.000    0.000    0.000    0.000 sync_replicas_optimizer.py:41(SyncReplicasOptimizer)
        1    0.000    0.000    0.000    0.000 server_lib.py:224(ClusterSpec)
        1    0.000    0.000    0.000    0.000 adagrad_da.py:28(AdagradDAOptimizer)
        1    0.000    0.000    0.000    0.000 adam.py:16(<module>)
        1    0.000    0.000    0.000    0.000 optimizer.py:86(_RefVariableProcessor)
        1    0.000    0.000    0.000    0.000 rnn_cell_impl.py:133(RNNCell)
        1    0.000    0.000    0.000    0.000 summary_iterator.py:357(SummaryWriterCache)
        3    0.000    0.000    0.000    0.000 checkpoint_state_pb2.py:5(<lambda>)
        1    0.000    0.000    0.000    0.000 writer_cache.py:27(FileWriterCache)
        1    0.000    0.000    0.000    0.000 writer_cache.py:15(<module>)
        4    0.000    0.000    0.000    0.000 type_checkers.py:114(__init__)
        1    0.000    0.000    0.000    0.000 encoder.py:372(EncodeVarint)
        1    0.000    0.000    0.000    0.000 monitored_session.py:52(Scaffold)
        1    0.000    0.000    0.000    0.000 plugin_asset.py:27(<module>)
        1    0.000    0.000    0.000    0.000 export_output.py:31(ExportOutput)
        1    0.000    0.000    0.000    0.000 lookup_ops.py:93(LookupInterface)
        1    0.000    0.000    0.000    0.000 data_flow_ops.py:1779(MapStagingArea)
        1    0.000    0.000    0.000    0.000 data_flow_ops.py:823(Barrier)
        1    0.000    0.000    0.000    0.000 data_flow_ops.py:1058(ConditionalAccumulatorBase)
        1    0.000    0.000    0.000    0.000 resource_variable_ops.py:394(_OverloadAllOperators)
        1    0.000    0.000    0.000    0.000 function.py:241(_DefinedFunction)
       13    0.000    0.000    0.000    0.000 control_flow_pb2.py:5(<lambda>)
        1    0.000    0.000    0.000    0.000 control_flow_ops.py:1328(ControlFlowContext)
        1    0.000    0.000    0.000    0.000 tf_contextlib.py:15(<module>)
        2    0.000    0.000    0.000    0.000 ops.py:3942(__init__)
        1    0.000    0.000    0.000    0.000 ops.py:3939(_DefaultStack)
        6    0.000    0.000    0.000    0.000 ops.py:945(<genexpr>)
       16    0.000    0.000    0.000    0.000 attr_value_pb2.py:5(<lambda>)
       19    0.000    0.000    0.000    0.000 tensor_pb2.py:5(<lambda>)
       14    0.000    0.000    0.000    0.000 op_def_pb2.py:5(<lambda>)
       17    0.000    0.000    0.000    0.000 summary_pb2.py:5(<lambda>)
       39    0.000    0.000    0.000    0.000 symbol_database.py:167(Default)
        1    0.000    0.000    0.000    0.000 descriptor_pool.py:88(__new__)
        2    0.000    0.000    0.000    0.000 message_factory.py:50(__init__)
        1    0.000    0.000    0.000    0.000 pywrap_tensorflow_internal.py:159(StatSummarizer)
        1    0.000    0.000    0.000    0.000 pywrap_tensorflow_internal.py:213(PyRecordReader)
        1    0.000    0.000    0.000    0.000 pywrap_tensorflow_internal.py:246(PyRecordWriter)
        1    0.000    0.000    0.000    0.000 pywrap_tensorflow_internal.py:602(TF_Input)
        1    0.000    0.000    0.000    0.000 pywrap_tensorflow_internal.py:1245(Status)
        1    0.000    0.000    0.000    0.000 pywrap_tensorflow_internal.py:1381(FileStatistics)
        1    0.000    0.000    0.000    0.000 testing.py:71(set_testing_mode)
        1    0.000    0.000    0.000    0.000 runner.py:202(CallInfo)
        1    0.000    0.000    0.000    0.000 reports.py:21(BaseReport)
        1    0.000    0.000    0.000    0.000 :1(CallInfoAttributes)
        1    0.000    0.000    0.000    0.000 structures.py:351(NodeMarkers)
        1    0.000    0.000    0.000    0.000 :1(FixtureFunctionMarkerAttributes)
        1    0.000    0.000    0.000    0.000 nodes.py:57(Node)
        1    0.000    0.000    0.000    0.000 doctest.py:1121(DocTestRunner)
        1    0.000    0.000    0.000    0.000 bdb.py:478(Breakpoint)
        1    0.000    0.000    0.000    0.000 debugging.py:164(PdbTrace)
        6    0.000    0.000    0.000    0.000 hooks.py:68(__call__)
        1    0.000    0.000    0.000    0.000 :1(ExceptionInfoAttributes)
        1    0.000    0.000    0.000    0.000 source.py:19(Source)
        2    0.000    0.000    0.000    0.000 _make.py:1414(fmt_setter_with_converter)
        1    0.000    0.000    0.000    0.000 _make.py:1623(Attribute)
        1    0.000    0.000    0.000    0.000 :1(_AttributesAttributes)
        1    0.000    0.000    0.000    0.000 sql.py:540(SQLTable)
        1    0.000    0.000    0.000    0.000 sql.py:940(SQLDatabase)
        1    0.000    0.000    0.000    0.000 html.py:384(_BeautifulSoupHtml5LibFrameParser)
        1    0.000    0.000    0.000    0.000 pytables.py:4278(AppendableMultiFrameTable)
        1    0.000    0.000    0.000    0.000 pytables.py:68(BinOp)
        1    0.000    0.000    0.000    0.000 excel.py:920(_Openpyxl20Writer)
        2    0.000    0.000    0.000    0.000 parsers.py:499(_make_parser_function)
        1    0.000    0.000    0.000    0.000 parsers.py:1155(ParserBase)
        1    0.000    0.000    0.000    0.000 parsers.py:1919(PythonParser)
        1    0.000    0.000    0.000    0.000 clipboards.py:1(<module>)
        1    0.000    0.000    0.000    0.000 merge.py:491(_MergeOperation)
        1    0.000    0.000    0.000    0.000 scipy_sparse.py:5(<module>)
        2    0.000    0.000    0.000    0.000 util.py:73(compose)
        2    0.000    0.000    0.000    0.000 _style.py:184(__init__)
        1    0.000    0.000    0.000    0.000 _style.py:172(_Options)
        1    0.000    0.000    0.000    0.000 _core.py:1128(BarPlot)
        1    0.000    0.000    0.000    0.000 _compat.py:3(<module>)
        1    0.000    0.000    0.000    0.000 ticker.py:790(LogFormatter)
        1    0.000    0.000    0.000    0.000 transforms.py:1714(Affine2DBase)
        1    0.000    0.000    0.000    0.000 dates.py:897(AutoDateLocator)
        1    0.000    0.000    0.000    0.000 rrule.py:320(rrule)
        1    0.000    0.000    0.000    0.000 rrule.py:1284(rruleset)
        2    0.000    0.000    0.000    0.000 cycler.py:529(_cycler)
        1    0.000    0.000    0.000    0.000 colors.py:402(Colormap)
        9    0.000    0.000    0.000    0.000 rcsetup.py:656(__init__)
        4    0.000    0.000    0.000    0.000 fontconfig_pattern.py:158(_property)
        1    0.000    0.000    0.000    0.000 fontconfig_pattern.py:36(FontconfigPatternParser)
        2    0.000    0.000    0.000    0.000 pyparsing.py:314(_ParseResultsWithOffset)
        4    0.000    0.000    0.000    0.000 pyparsing.py:457(__len__)
        2    0.000    0.000    0.000    0.000 pyparsing.py:2439(Keyword)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3193(__init__)
        4    0.000    0.000    0.000    0.000 rcsetup.py:261(validate_backend)
       10    0.000    0.000    0.000    0.000 __init__.py:347(ge)
        1    0.000    0.000    0.004    0.004 __init__.py:1011(rc_params)
        1    0.000    0.000    0.000    0.000 __init__.py:1314(rc_context)
        1    0.000    0.000    0.000    0.000 series.py:320(name)
        1    0.000    0.000    0.000    0.000 request.py:1664(URLopener)
        1    0.000    0.000    0.000    0.000 error.py:35(HTTPError)
        1    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.generic' objects}
        1    0.000    0.000    0.000    0.000 base.py:165(PandasDelegate)
        3    0.000    0.000    0.000    0.000 base.py:736(_dispatch)
        1    0.000    0.000    0.000    0.000 _validators.py:4(<module>)
        6    0.000    0.000    0.000    0.000 nanops.py:779(make_nancomp)
        1    0.000    0.000    0.000    0.000 imp.py:105(get_suffixes)
        1    0.000    0.000    0.000    0.000 dist.py:115(<listcomp>)
        1    0.000    0.000    0.000    0.000 debug.py:1(<module>)
        1    0.000    0.000    0.000    0.000 compat.py:235(import_pytorch_extension)
        5    0.000    0.000    0.000    0.000 pyparsing.py:3032(__str__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3368(And)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3465(parseImpl)
        7    0.000    0.000    0.000    0.000 pyparsing.py:4197(__str__)
        5    0.000    0.000    0.000    0.000 pyparsing.py:4292(__init__)
        1    0.000    0.000    0.000    0.000 specifiers.py:591(__init__)
        1    0.000    0.000    0.000    0.000 appdirs.py:407(AppDirs)
        6    0.000    0.000    0.000    0.000 version.py:389(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:10(__init__)
       12    0.000    0.000    0.000    0.000 __init__.py:15(search_path)
        1    0.000    0.000    0.000    0.000 inspect.py:2683(Signature)
        7    0.000    0.000    0.000    0.000 opcode.py:47(jrel_op)
        6    0.000    0.000    0.000    0.000 opcode.py:51(jabs_op)
       10    0.000    0.000    0.000    0.000 _policybase.py:104(<genexpr>)
        1    0.000    0.000    0.000    0.000 _policybase.py:112(Policy)
        1    0.000    0.000    0.000    0.000 header.py:179(Header)
        1    0.000    0.000    0.000    0.000 header.py:413(_ValueFormatter)
        5    0.000    0.000    0.000    0.000 datetime.py:45(_days_in_month)
       35    0.000    0.000    0.000    0.000 datetime.py:261(_check_int_field)
        2    0.000    0.000    0.000    0.000 datetime.py:1048(__new__)
        3    0.000    0.000    0.000    0.000 datetime.py:1972(_create)
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
        1    0.000    0.000    0.000    0.000 subprocess.py:60(CalledProcessError)
        1    0.000    0.000    0.000    0.000 subprocess.py:1154(_get_handles)
        1    0.000    0.000    0.000    0.000 subprocess.py:1348(_handle_exitstatus)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:512(set)
        1    0.000    0.000    0.000    0.000 threading.py:566(Barrier)
        1    0.000    0.000    0.000    0.000 threading.py:893(_set_tstate_lock)
        1    0.000    0.000    0.002    0.002 linecache.py:6(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:2941(DistInfoDistribution)
        1    0.000    0.000    0.000    0.000 __init__.py:3179(_initialize)
        1    0.000    0.000    0.000    0.000 sysconfig.py:41(_is_python_source_dir)
        1    0.000    0.000    0.001    0.001 version.py:93(StrictVersion)
        1    0.000    0.000    0.000    0.000 version.py:267(LooseVersion)
        1    0.000    0.000    0.001    0.001 version.py:27(<module>)
        9    0.000    0.000    0.000    0.000 _globals.py:73(__repr__)
        1    0.000    0.000    0.000    0.000 info.py:83(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:1125(ResourceManager)
        1    0.000    0.000    0.000    0.000 __init__.py:1668(ZipProvider)
        1    0.000    0.000    0.000    0.000 __init__.py:258(VersionConflict)
        2    0.000    0.000    0.000    0.000 locale.py:565(getlocale)
        1    0.000    0.000    0.000    0.000 __init__.py:387(get_build_platform)
        1    0.000    0.000    0.001    0.001 __init__.py:476(get_distribution)
        1    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        2    0.000    0.000    0.000    0.000 textwrap.py:336(_split_chunks)
        4    0.000    0.000    0.000    0.000 weakref.py:288(update)
        2    0.000    0.000    0.000    0.000 os.py:760(getenv)
        2    0.000    0.000    0.000    0.000 _collections_abc.py:252(__subclasshook__)
        3    0.000    0.000    0.000    0.000 _collections_abc.py:349(__subclasshook__)
        1    0.000    0.000    0.000    0.000 _bootlocale.py:23(getpreferredencoding)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1359(_get_supported_file_loaders)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:736(exec_module)
        4    0.000    0.000    0.000    0.000 {method 'count' of 'list' objects}
        5    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        4    0.000    0.000    0.000    0.000 {built-in method fromkeys}
        4    0.000    0.000    0.000    0.000 {method 'title' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {built-in method posix.sysconf}
        1    0.000    0.000    0.000    0.000 {method 'groups' of '_sre.SRE_Match' objects}
        4    0.000    0.000    0.000    0.000 {built-in method atexit.register}
        1    0.000    0.000    0.000    0.000 local.py:61(PosixPath)
        1    0.000    0.000    0.000    0.000 common.py:47(Checkers)
